datetime_utc,0,1,2,3,4,5,6,7
2023-06-05 00:00:00+02:00,84.07875,90.6,92.25,89.1,,,,
2023-06-05 01:00:00+02:00,76.955,83.59,84.56,69.0,,,,
2023-06-05 02:00:00+02:00,76.03999999999999,80.89,82.8,69.0,,,,
2023-06-05 03:00:00+02:00,74.69375,80.37,80.51,65.0,,,,
2023-06-05 04:00:00+02:00,75.8025,79.83,80.7,65.0,70.0,,,
2023-06-05 05:00:00+02:00,79.475,72.1,75.0,65.0,67.08,,,
2023-06-05 06:00:00+02:00,94.49875,88.59,88.35,86.0,91.0,,,
2023-06-05 07:00:00+02:00,103.01,95.85,95.17,95.0,96.0,99.0,,
2023-06-05 08:00:00+02:00,103.23375,99.95,99.0,99.95,99.95,99.95,,
2023-06-05 09:00:00+02:00,92.02,83.71,83.94,84.17,81.0,88.78,,
2023-06-05 10:00:00+02:00,82.81625,75.0,75.0,75.0,73.0,71.27,,
2023-06-05 11:00:00+02:00,76.48625,70.33,71.3,70.09,69.58,66.18,,
2023-06-05 12:00:00+02:00,72.19125,70.09,68.99,68.73,68.0,65.0,78.54,
2023-06-05 13:00:00+02:00,68.04,67.64,66.54,65.53,66.54,65.0,73.54,
2023-06-05 14:00:00+02:00,69.6275,67.16,67.16,65.19,67.16,65.0,72.16,
2023-06-05 15:00:00+02:00,71.145,67.79,66.79,65.9,65.14,65.0,63.0,
2023-06-05 16:00:00+02:00,76.2875,73.86,72.12,72.75,70.94,70.7,69.09,
2023-06-05 17:00:00+02:00,86.29375,84.92,84.79,84.0,84.0,83.5,80.92,
2023-06-05 18:00:00+02:00,90.88125,89.22999999999999,89.38,83.175,86.35,82.18,80.4,
2023-06-05 19:00:00+02:00,104.645,95.12,95.12,95.12,95.12,95.12,90.08,
2023-06-05 20:00:00+02:00,114.87875,101.46,101.46,101.46,101.41,101.46,101.13,100.0
2023-06-05 21:00:00+02:00,111.0625,103.67,103.67,103.72,104.67,103.67,109.67,106.0
2023-06-05 22:00:00+02:00,100.18125,100.0,100.0,100.0,98.5,98.5,97.0,94.13
2023-06-05 23:00:00+02:00,88.825,90.11,90.1,88.76,88.0,88.11,88.1,82.56
2023-06-06 00:00:00+02:00,84.31125,96.57,95.79,97.52,,,,
2023-06-06 01:00:00+02:00,80.65625,93.0,93.4,97.0,,,,
2023-06-06 02:00:00+02:00,78.99375,89.41,92.51,95.46,,,,
2023-06-06 03:00:00+02:00,76.17625,84.99,85.49,86.5,,,,
2023-06-06 04:00:00+02:00,73.5175,80.05,80.0,79.3,81.7,,,
2023-06-06 05:00:00+02:00,78.505,80.05,78.15,76.9,81.0,,,
2023-06-06 06:00:00+02:00,92.785,88.29,90.2,90.02,85.98,,,
2023-06-06 07:00:00+02:00,108.9075,99.0,98.88,98.88,97.4,87.27,,
2023-06-06 08:00:00+02:00,108.6225,102.85,102.7,107.7,111.0,97.675,,
2023-06-06 09:00:00+02:00,96.4875,95.0,95.0,97.78,98.3,95.24,,
2023-06-06 10:00:00+02:00,87.435,86.2,83.71,86.21,89.22,84.45,,
2023-06-06 11:00:00+02:00,82.57375,82.0,81.0,82.67,87.04,85.59,,
2023-06-06 12:00:00+02:00,76.00125,76.4,73.0,73.35,76.0,72.89,69.66,
2023-06-06 13:00:00+02:00,69.43,71.36,69.46,69.0,73.26,69.0,70.99,
2023-06-06 14:00:00+02:00,69.90125,68.0,65.0,64.79,68.5,65.99,70.0,
2023-06-06 15:00:00+02:00,69.74,71.09,67.0,67.99,71.12,67.54,69.0,
2023-06-06 16:00:00+02:00,74.1975,72.5,71.0,71.42,74.4,70.82,71.0,
2023-06-06 17:00:00+02:00,83.96875,83.0,83.0,83.0,84.0,84.0,80.0,
2023-06-06 18:00:00+02:00,92.55125,90.38,90.72,91.49,91.0,90.38,90.0,
2023-06-06 19:00:00+02:00,102.99375,95.0,98.3,99.1,96.0,95.0,96.57,
2023-06-06 20:00:00+02:00,111.1225,101.11,101.5,101.5,102.0,101.11,99.61,101.11
2023-06-06 21:00:00+02:00,108.8975,101.57,101.57,106.57,103.0,98.57,98.285,94.735
2023-06-06 22:00:00+02:00,98.0575,98.3,98.64,98.9,94.85,90.45,91.0,93.0
2023-06-06 23:00:00+02:00,89.43625,92.89,94.62,93.7,91.0,86.0,83.0,83.99
2023-06-07 00:00:00+02:00,86.85625,82.89,81.0,82.5,,,,
2023-06-07 01:00:00+02:00,79.61375,76.2,76.2,77.0,,,,
2023-06-07 02:00:00+02:00,77.2225,74.0,76.1,79.0,,,,
2023-06-07 03:00:00+02:00,77.11375,72.04,72.04,77.02,,,,
2023-06-07 04:00:00+02:00,74.41125,70.7,71.15,68.0,83.07,,,
2023-06-07 05:00:00+02:00,78.5525,75.2,76.2,76.3,84.83,,,
2023-06-07 06:00:00+02:00,85.3625,74.9,74.89,74.9,86.22,,,
2023-06-07 07:00:00+02:00,105.51,92.05,94.15,94.58,95.3,95.9,,
2023-06-07 08:00:00+02:00,109.26,101.25,101.35,103.8,108.55,125.715,,
2023-06-07 09:00:00+02:00,98.48125,97.69,97.69,97.69,103.98,112.69,,
2023-06-07 10:00:00+02:00,93.40875,92.33,92.83,92.83,95.9,110.47,,
2023-06-07 11:00:00+02:00,87.8575,86.6,89.06,89.06,95.3,99.99,,
2023-06-07 12:00:00+02:00,82.7125,86.06,88.87,85.55,88.87,93.87,91.99,
2023-06-07 13:00:00+02:00,77.85375,82.27,83.14,80.76,84.5,84.5,83.3,
2023-06-07 14:00:00+02:00,76.99625,77.36,77.36,76.46,77.02,76.2,75.82,
2023-06-07 15:00:00+02:00,77.74249999999999,80.3,80.3,78.05,77.83,77.83,78.11,
2023-06-07 16:00:00+02:00,80.33375,79.9,80.35,79.45,78.24,76.2,75.82,
2023-06-07 17:00:00+02:00,87.1975,85.02,85.02,83.52,83.81,79.37,78.92,
2023-06-07 18:00:00+02:00,98.01125,94.72,94.72,93.0,92.73,88.04,86.23,
2023-06-07 19:00:00+02:00,110.175,97.24,96.24,97.24,94.65,92.26,88.94,
2023-06-07 20:00:00+02:00,117.3125,103.25,103.25,106.25,103.25,102.26,98.27,95.21
2023-06-07 21:00:00+02:00,112.41,110.36,107.87,110.99,107.36,107.36,108.52,98.0
2023-06-07 22:00:00+02:00,102.52125,108.5,104.25,105.5,104.5,102.0,101.5,100.4
2023-06-07 23:00:00+02:00,94.28625,94.9,95.41,98.0,96.0,96.35,94.9,93.3
2023-06-08 00:00:00+02:00,93.0775,91.13,91.67,90.0,,,,
2023-06-08 01:00:00+02:00,88.16875,86.9,86.9,89.0,,,,
2023-06-08 02:00:00+02:00,82.12875,80.31,78.41,81.0,,,,
2023-06-08 03:00:00+02:00,76.27250000000001,71.5,70.95,73.01,,,,
2023-06-08 04:00:00+02:00,75.205,71.32,70.0,69.45,78.0,,,
2023-06-08 05:00:00+02:00,76.88125,71.26,70.59,68.69,80.0,,,
2023-06-08 06:00:00+02:00,85.6475,85.18,80.85,80.95,87.0,,,
2023-06-08 07:00:00+02:00,93.16,90.82,92.78,92.68,92.78,92.78,,
2023-06-08 08:00:00+02:00,93.96625,91.4,96.1,96.3,96.3,97.28,,
2023-06-08 09:00:00+02:00,86.3625,83.76,84.86,88.75,91.76,95.9,,
2023-06-08 10:00:00+02:00,77.14875,79.64,77.63,78.21,83.0,94.88,,
2023-06-08 11:00:00+02:00,70.115,71.6,72.5,74.4,74.66,87.61,,
2023-06-08 12:00:00+02:00,65.87375,69.22,69.22,69.13,71.0,77.69,77.48,
2023-06-08 13:00:00+02:00,66.05875,71.4,69.4,66.43,69.27,77.69,75.35,
2023-06-08 14:00:00+02:00,66.41,69.06,66.96,64.3,66.06,73.33,74.95,
2023-06-08 15:00:00+02:00,69.13625,67.93,69.36,69.36,69.93,71.89,74.25,
2023-06-08 16:00:00+02:00,72.0425,71.17,71.17,71.17,72.97,72.97,75.58,
2023-06-08 17:00:00+02:00,77.19999999999999,74.73,76.1,77.71,77.71,79.9,75.5,
2023-06-08 18:00:00+02:00,84.81375,73.52,75.62,78.2,79.52,81.4,72.02,
2023-06-08 19:00:00+02:00,98.00625,89.85,89.85,90.75,89.85,89.85,91.24,
2023-06-08 20:00:00+02:00,105.315,96.1,98.31,98.21,94.85,95.0,93.21,98.6
2023-06-08 21:00:00+02:00,102.05125,96.7,103.78,97.0,95.57,95.0,93.41,110.49
2023-06-08 22:00:00+02:00,95.82875,95.9,96.58,96.0,94.74,94.58,92.11,107.3
2023-06-08 23:00:00+02:00,90.335,89.04,91.0,91.0,90.0,89.01,91.31,92.41
2023-06-09 00:00:00+02:00,93.92875,96.2,95.0,90.0,,,,
2023-06-09 01:00:00+02:00,88.71000000000001,89.7,90.81,90.7,,,,
2023-06-09 02:00:00+02:00,80.0975,80.0,85.0,82.7,,,,
2023-06-09 03:00:00+02:00,76.37,76.0,80.5,76.0,,,,
2023-06-09 04:00:00+02:00,75.65,75.8,76.8,74.07,75.66,,,
2023-06-09 05:00:00+02:00,81.165,76.42,76.66,76.43,76.71,,,
2023-06-09 06:00:00+02:00,88.68,79.93,79.93,80.03,84.0,,,
2023-06-09 07:00:00+02:00,100.47875,93.17,93.67,93.67,93.67,93.67,,
2023-06-09 08:00:00+02:00,101.04875,92.3,93.21,93.31,93.38,93.67,,
2023-06-09 09:00:00+02:00,92.72,89.95,88.76,88.0,88.4,91.31,,
2023-06-09 10:00:00+02:00,83.5125,81.25,77.26,79.76,78.15,81.26,,
2023-06-09 11:00:00+02:00,75.8725,70.02,70.92,71.02,73.61,75.64,,
2023-06-09 12:00:00+02:00,71.0425,67.96,68.0,68.6,71.82,74.12,67.01,
2023-06-09 13:00:00+02:00,68.34875,66.98,67.0,67.9,72.0,74.0,64.01,
2023-06-09 14:00:00+02:00,66.295,62.38,65.52,65.3,67.56,72.55,65.0,
2023-06-09 15:00:00+02:00,68.80625,59.75,62.75,60.58,66.0,73.23,63.02,
2023-06-09 16:00:00+02:00,71.825,59.75,62.25,60.0,66.12,73.62,59.75,
2023-06-09 17:00:00+02:00,78.11875,63.1,65.12,63.12,68.02,73.61,63.12,
2023-06-09 18:00:00+02:00,88.7875,72.0,72.11,69.99,76.92,79.15,68.51,
2023-06-09 19:00:00+02:00,100.93,92.6,92.6,87.6,92.6,92.6,82.66,
2023-06-09 20:00:00+02:00,105.835,104.43,110.49,109.34,108.0,110.86,104.43,115.73
2023-06-09 21:00:00+02:00,103.87375,104.45,112.12,109.12,104.12,108.98,102.0,103.11
2023-06-09 22:00:00+02:00,98.46,102.77,110.52,107.52,102.52,102.52,94.0,97.08
2023-06-09 23:00:00+02:00,89.5975,100.26,100.26,98.27,99.77,98.26,85.26,88.82
2023-06-10 00:00:00+02:00,90.78625,91.65,89.03,88.79,,,,
2023-06-10 01:00:00+02:00,87.2775,88.33,84.1,85.19,,,,
2023-06-10 02:00:00+02:00,86.60875,86.68,82.11,80.0,,,,
2023-06-10 03:00:00+02:00,84.015,85.99,80.32,80.64,,,,
2023-06-10 04:00:00+02:00,82.71,85.06,76.49,81.42,93.0,,,
2023-06-10 05:00:00+02:00,84.65125,87.45,81.73,85.19,93.0,,,
2023-06-10 06:00:00+02:00,83.85000000000001,89.13,81.99,86.39,89.58,,,
2023-06-10 07:00:00+02:00,88.35,87.24,83.13,86.01,86.46,86.83,,
2023-06-10 08:00:00+02:00,86.36625,85.25,76.85,82.11,81.9,82.13,,
2023-06-10 09:00:00+02:00,78.47875,79.76,76.0,74.3,73.15,71.99,,
2023-06-10 10:00:00+02:00,58.63125,70.0,81.99,74.0,75.88,81.53,,
2023-06-10 11:00:00+02:00,49.33375,79.16499999999999,73.99,75.64,71.4,81.72,,
2023-06-10 12:00:00+02:00,40.4075,78.09,71.12,71.11,66.85,78.49,80.0,
2023-06-10 13:00:00+02:00,30.0025,77.94,71.09,70.95500000000001,78.5,83.59,84.04,
2023-06-10 14:00:00+02:00,23.45125,76.8,67.2,65.86,67.3,75.0,78.5,
2023-06-10 15:00:00+02:00,27.2625,70.5,58.5,57.5,76.275,77.495,76.53,
2023-06-10 16:00:00+02:00,30.195,56.36,57.805,56.805,75.37,75.59,76.53,
2023-06-10 17:00:00+02:00,54.4275,61.30499999999999,61.98,61.975,79.5,79.805,78.53,
2023-06-10 18:00:00+02:00,77.06125,74.97,79.97,74.97,78.97,74.97,81.72,
2023-06-10 19:00:00+02:00,89.5225,88.17,83.61,81.17,86.17,88.67,90.44,
2023-06-10 20:00:00+02:00,98.49375,96.6,97.4,95.0,97.9,100.8,114.89,117.85
2023-06-10 21:00:00+02:00,100.37625,119.69,122.19,119.69,112.7,114.0,120.0,115.0
2023-06-10 22:00:00+02:00,96.80625,124.31,129.81,126.81,116.71,117.06,127.31,113.81
2023-06-10 23:00:00+02:00,89.19875,117.26,119.19,109.63,103.64,106.54,112.97,88.02
2023-06-11 00:00:00+02:00,90.4075,89.21,88.47,93.59,,,,
2023-06-11 01:00:00+02:00,83.65625,85.93,84.46,83.21,,,,
2023-06-11 02:00:00+02:00,80.71625,86.05,84.57,81.66,,,,
2023-06-11 03:00:00+02:00,75.965,85.46,79.56,70.15,,,,
2023-06-11 04:00:00+02:00,72.95125,81.72,76.48,70.15,72.19,,,
2023-06-11 05:00:00+02:00,72.97875,84.06,77.09,70.15,72.19,,,
2023-06-11 06:00:00+02:00,70.27875,85.61,79.66,80.44,79.66,,,
2023-06-11 07:00:00+02:00,69.8225,83.5,74.29,74.29,75.6,76.01,,
2023-06-11 08:00:00+02:00,52.57125,73.8,65.11,69.52,83.245,81.125,,
2023-06-11 09:00:00+02:00,46.28,56.76,50.0,55.565,75.185,73.445,,
2023-06-11 10:00:00+02:00,32.72875,48.61,50.0,51.365,72.275,75.3,,
2023-06-11 11:00:00+02:00,34.95,47.5,64.06,37.675,53.995,50.0,,
2023-06-11 12:00:00+02:00,30.16375,44.0,55.495000000000005,37.5,38.77,49.895,46.98,
2023-06-11 13:00:00+02:00,25.9125,47.5,59.225,46.085,42.5,55.0,53.09,
2023-06-11 14:00:00+02:00,19.223750000000003,44.71,54.225,54.645,39.55,54.52,50.035,
2023-06-11 15:00:00+02:00,24.82375,32.51,27.34,25.0,49.245,49.785,45.61,
2023-06-11 16:00:00+02:00,28.61375,27.5,28.865,25.0,48.745,48.165000000000006,45.36,
2023-06-11 17:00:00+02:00,45.557500000000005,41.56,43.5,39.775,63.205,40.955,42.0,
2023-06-11 18:00:00+02:00,82.19874999999999,69.7,69.8,67.49,83.095,69.7,78.17,
2023-06-11 19:00:00+02:00,99.74625,93.46,94.26,89.0,93.46,93.46,76.14,
2023-06-11 20:00:00+02:00,109.32875,106.1,120.01,108.14,105.14,107.39,100.61,105.14
2023-06-11 21:00:00+02:00,115.47125,113.48,125.44,114.99,111.99,113.15,108.94,112.0
2023-06-11 22:00:00+02:00,112.2275,113.14,118.14,105.81,106.81,106.81,106.8,108.1
2023-06-11 23:00:00+02:00,102.23375,104.53,106.1,99.0,99.53,98.0,98.0,98.35
2023-06-12 00:00:00+02:00,95.09,94.98,99.33,100.01,,,,
2023-06-12 01:00:00+02:00,86.615,86.22,88.09,92.0,,,,
2023-06-12 02:00:00+02:00,85.65625,86.77,86.02,94.35,,,,
2023-06-12 03:00:00+02:00,83.32,83.12,84.82,90.0,,,,
2023-06-12 04:00:00+02:00,84.97625000000001,84.64,85.07,91.0,95.25,,,
2023-06-12 05:00:00+02:00,94.29,95.0,101.0,95.25,103.76,,,
2023-06-12 06:00:00+02:00,104.6425,104.81,105.9,106.1,108.79,,,
2023-06-12 07:00:00+02:00,117.98625,107.75,110.74,110.75,107.25,111.66,,
2023-06-12 08:00:00+02:00,119.3525,105.3,105.9,105.9,102.74,105.9,,
2023-06-12 09:00:00+02:00,107.64875,101.7,102.76,99.09,100.85,103.26,,
2023-06-12 10:00:00+02:00,98.63375,90.02,92.0,91.45,86.45,82.02,,
2023-06-12 11:00:00+02:00,90.21,85.5,85.5,86.93,83.18,78.43,,
2023-06-12 12:00:00+02:00,85.0475,82.17,82.17,84.17,82.0,78.57,78.0,
2023-06-12 13:00:00+02:00,80.58375000000001,78.0,79.79,80.76,79.0,76.66,78.7,
2023-06-12 14:00:00+02:00,80.395,76.1,78.33,80.0,81.1,80.0,80.1,
2023-06-12 15:00:00+02:00,81.72375,74.49,78.2,80.57,80.66,81.17,85.78,
2023-06-12 16:00:00+02:00,85.685,75.99,79.18,81.18,81.78,82.18,89.18,
2023-06-12 17:00:00+02:00,96.1675,82.06,82.06,87.05,85.06,85.18,79.22,
2023-06-12 18:00:00+02:00,108.27125,90.56,92.91,92.91,92.81,90.91,75.66,
2023-06-12 19:00:00+02:00,123.66375,95.0,105.0,95.0,95.0,98.0,90.0,
2023-06-12 20:00:00+02:00,129.51749999999998,108.15,108.3,108.3,106.79,109.3,100.0,104.3
2023-06-12 21:00:00+02:00,118.44125,116.28,118.88,118.88,116.93,117.0,117.0,122.505
2023-06-12 22:00:00+02:00,108.2425,105.13,107.03,107.03,105.53,106.0,105.0,110.02
2023-06-12 23:00:00+02:00,98.5275,96.12,105.3,104.32,98.16,98.12,99.0,97.92
2023-06-13 00:00:00+02:00,94.66125,99.31,91.07,93.0,,,,
2023-06-13 01:00:00+02:00,89.14875,99.46,89.45,85.46,,,,
2023-06-13 02:00:00+02:00,89.19625,95.28,82.29,81.58,,,,
2023-06-13 03:00:00+02:00,88.745,94.95,81.91,81.4,,,,
2023-06-13 04:00:00+02:00,88.75625,90.0,80.34,82.31,90.0,,,
2023-06-13 05:00:00+02:00,90.90375,88.0,83.75,83.25,90.98,,,
2023-06-13 06:00:00+02:00,102.7,96.73,94.45,95.06,98.7,,,
2023-06-13 07:00:00+02:00,115.72625,102.16,102.16,100.16,96.21,90.22,,
2023-06-13 08:00:00+02:00,117.54,100.0,100.0,98.08,94.39,90.22,,
2023-06-13 09:00:00+02:00,106.71,98.06,96.81,90.01,82.22,85.82,,
2023-06-13 10:00:00+02:00,91.205,80.82,81.0,85.0,82.58,72.12,,
2023-06-13 11:00:00+02:00,84.38499999999999,77.0,78.95,79.0,76.1,81.26,,
2023-06-13 12:00:00+02:00,73.71625,76.11,75.0,78.0,78.0,76.02,79.57,
2023-06-13 13:00:00+02:00,69.22625,73.07,70.0,71.0,71.5,68.86,76.48,
2023-06-13 14:00:00+02:00,68.69125,69.33,68.0,68.0,70.4,68.0,75.9,
2023-06-13 15:00:00+02:00,72.27625,66.32,64.15,64.21,68.0,65.49,75.62,
2023-06-13 16:00:00+02:00,77.33375,68.0,66.0,66.0,68.99,62.46,57.99,
2023-06-13 17:00:00+02:00,84.46875,68.75,67.51,63.52,61.75,62.25,55.0,
2023-06-13 18:00:00+02:00,94.7675,69.9,69.87,68.4,66.95,66.95,66.0,
2023-06-13 19:00:00+02:00,105.53375,73.79,73.51,65.0,68.8,68.79,67.88,
2023-06-13 20:00:00+02:00,117.125,101.45,96.04,91.0,94.17,92.06,90.06,77.94
2023-06-13 21:00:00+02:00,112.51875,104.0,100.02,100.0,100.0,100.0,97.01,87.15
2023-06-13 22:00:00+02:00,105.425,104.0,100.86,103.22,102.4,101.39,101.0,87.64
2023-06-13 23:00:00+02:00,98.565,100.0,95.48,98.38,99.83,98.88,98.38,96.38
2023-06-14 00:00:00+02:00,96.04875,97.99,100.78,98.0,,,,
2023-06-14 01:00:00+02:00,88.34375,90.45,93.68,92.98,,,,
2023-06-14 02:00:00+02:00,86.47375000000001,88.38,91.48,93.58,,,,
2023-06-14 03:00:00+02:00,85.57124999999999,87.1,88.75,95.25,,,,
2023-06-14 04:00:00+02:00,86.14625,86.33,86.86,89.43,80.55,,,
2023-06-14 05:00:00+02:00,93.565,92.43,93.43,93.44,86.0,,,
2023-06-14 06:00:00+02:00,102.82625,99.67,101.26,101.42,92.4,,,
2023-06-14 07:00:00+02:00,120.37375,99.75,101.75,103.9,103.9,104.5,,
2023-06-14 08:00:00+02:00,116.6475,85.0,90.0,89.5,93.5,103.9,,
2023-06-14 09:00:00+02:00,98.19,70.0,71.5,71.31,74.0,78.59,,
2023-06-14 10:00:00+02:00,88.42,73.4,74.07,70.0,70.18,73.61,,
2023-06-14 11:00:00+02:00,79.79375,69.97,80.505,80.335,64.34,80.035,,
2023-06-14 12:00:00+02:00,78.19125,75.85499999999999,86.05,83.55,71.85499999999999,71.13,64.60499999999999,
2023-06-14 13:00:00+02:00,77.30875,72.99,84.87,85.79499999999999,70.925,70.74,65.995,
2023-06-14 14:00:00+02:00,78.9425,72.0,70.0,67.38499999999999,69.02,70.02,62.885,
2023-06-14 15:00:00+02:00,79.89375,75.32,85.835,84.835,83.96,78.535,85.305,
2023-06-14 16:00:00+02:00,83.485,77.065,86.82499999999999,84.835,83.97,70.32,86.32000000000001,
2023-06-14 17:00:00+02:00,92.485,76.22,87.16,87.565,87.425,73.395,87.99000000000001,
2023-06-14 18:00:00+02:00,105.0125,75.92,81.42,71.42,87.38499999999999,90.46,81.97,
2023-06-14 19:00:00+02:00,126.1025,95.79,92.81,92.0,95.0,96.79,92.0,
2023-06-14 20:00:00+02:00,131.92125,102.9,104.1,104.3,102.37,104.3,104.5,104.1
2023-06-14 21:00:00+02:00,125.745,117.19,114.69,115.0,114.69,114.71,119.69,117.26
2023-06-14 22:00:00+02:00,115.78,116.71,114.21,114.21,113.0,114.22,118.47,110.31
2023-06-14 23:00:00+02:00,105.87375,106.1,105.0,103.0,102.0,105.0,107.21,100.01
2023-06-15 00:00:00+02:00,106.89375,105.22,104.12,108.89,,,,
2023-06-15 01:00:00+02:00,102.09625,102.49,101.76,104.0,,,,
2023-06-15 02:00:00+02:00,99.66,100.52,100.62,103.62,,,,
2023-06-15 03:00:00+02:00,99.48,99.25,98.56,102.4,,,,
2023-06-15 04:00:00+02:00,99.47,100.27,98.87,102.2,98.3,,,
2023-06-15 05:00:00+02:00,102.14,97.4,95.5,97.37,94.39,,,
2023-06-15 06:00:00+02:00,116.87375,104.57,105.2,104.67,110.12,,,
2023-06-15 07:00:00+02:00,129.23624999999998,110.0,112.0,119.69,110.0,120.0,,
2023-06-15 08:00:00+02:00,131.14375,107.12,106.12,109.55,111.12,110.12,,
2023-06-15 09:00:00+02:00,114.04625,101.62,98.0,100.75,95.73,96.43,,
2023-06-15 10:00:00+02:00,104.4475,97.21,94.01,98.0,98.1,92.79,,
2023-06-15 11:00:00+02:00,98.775,92.95,92.02,97.0,89.02,90.01,,
2023-06-15 12:00:00+02:00,92.84125,89.0,90.51,93.0,93.0,93.0,93.0,
2023-06-15 13:00:00+02:00,90.52125,87.06,94.23,98.1,91.96,90.75,100.37,
2023-06-15 14:00:00+02:00,90.67125,88.01,95.0,98.1,91.96,92.56,99.4,
2023-06-15 15:00:00+02:00,92.52125,89.02,89.52,92.01,91.09,90.58,90.0,
2023-06-15 16:00:00+02:00,96.445,90.0,89.51,88.51,90.0,94.99,81.9,
2023-06-15 17:00:00+02:00,104.54625,94.01,92.51,90.12,93.01,95.17,85.03,
2023-06-15 18:00:00+02:00,120.40125,96.5,92.01,94.03,94.0,94.0,83.9,
2023-06-15 19:00:00+02:00,138.67624999999998,103.57,101.06,103.57,102.58,102.0,103.57,
2023-06-15 20:00:00+02:00,148.46625,109.55,115.0,124.34,118.76,117.49,109.8,138.94
2023-06-15 21:00:00+02:00,151.655,142.1,145.0,149.1,152.49,152.49,149.22,200.0
2023-06-15 22:00:00+02:00,144.59125,146.75,133.405,151.31,128.645,146.8,146.65,167.8
2023-06-15 23:00:00+02:00,122.65125,118.58,118.68,135.0,122.485,122.84,118.755,133.68
2023-06-16 00:00:00+02:00,126.14125,121.76,123.29,124.9,,,,
2023-06-16 01:00:00+02:00,121.2825,119.0,119.76,121.29,,,,
2023-06-16 02:00:00+02:00,116.85875,117.99,115.08,114.0,,,,
2023-06-16 03:00:00+02:00,114.49875,117.21,112.67,110.35,,,,
2023-06-16 04:00:00+02:00,112.5,108.05,110.02,110.79,112.0,,,
2023-06-16 05:00:00+02:00,116.77875,112.72,114.49,114.61,113.65,,,
2023-06-16 06:00:00+02:00,133.61375,130.01,132.0,133.39,127.0,,,
2023-06-16 07:00:00+02:00,149.52875,149.0,148.5,149.83,145.84,149.83,,
2023-06-16 08:00:00+02:00,145.515,143.14,145.59,142.59,139.77,145.59,,
2023-06-16 09:00:00+02:00,125.645,121.0,121.0,122.0,124.16,125.08,,
2023-06-16 10:00:00+02:00,113.03375,110.0,109.0,111.21,111.79,112.7,,
2023-06-16 11:00:00+02:00,108.7125,104.37,108.89,109.0,108.49,111.24,,
2023-06-16 12:00:00+02:00,104.5475,103.55,107.08,107.38,105.49,106.685,111.15,
2023-06-16 13:00:00+02:00,101.4825,103.76,103.0,104.55,104.76,107.71,109.99,
2023-06-16 14:00:00+02:00,98.8625,101.32,101.0,103.21,103.31,106.31,106.0,
2023-06-16 15:00:00+02:00,98.18375,99.31,97.42,101.005,99.405,103.32,105.74,
2023-06-16 16:00:00+02:00,104.36875,100.765,100.41,101.17,102.05,107.1,105.84,
2023-06-16 17:00:00+02:00,110.5475,100.15,107.105,104.905,103.07,110.1,109.11,
2023-06-16 18:00:00+02:00,131.09875,118.65,117.0,112.0,108.75,116.4,105.66,
2023-06-16 19:00:00+02:00,151.84375,125.9,124.12,122.0,123.33,125.43,114.66,
2023-06-16 20:00:00+02:00,164.4325,138.51,139.0,136.0,131.95,135.79,135.16,121.45
2023-06-16 21:00:00+02:00,164.2825,159.25,160.0,158.13,153.0,156.13,157.81,145.1
2023-06-16 22:00:00+02:00,152.495,152.85,156.35,153.85,150.85,151.85,150.28,135.11
