time,Coal,Cogeneration,Combined Cycle (Gas),Eolic,Hydraulic,Non-Renewable Residues,Nuclear,Pumped Storage Hydropower,Renewables Other,Solar Photovoltaic,Solar Thermal
2022-09-02 08:00:00,825.0,1186.4,15705.35,2683.4,1353.5,272.5,6873.7,724.6,487.4,1467.883,24.5
2022-09-02 09:00:00,825.0,1184.3,15930.475,2264.375,1362.425,272.0,6871.7,861.725,500.0,4737.058,132.6
2022-09-02 10:00:00,825.0,1159.0,15243.675,1863.875,1218.475,271.8,6869.7,639.75,502.2,7715.0,701.8
2022-09-02 11:00:00,825.0,1116.4,14801.725,1693.75,965.15,271.8,6857.7,270.0,492.4,9257.025,1108.0
2022-09-02 12:00:00,825.0,1152.5,14767.7,1756.8,825.5,270.3,6865.7,270.0,489.8,10085.6,1156.3
2022-09-02 13:00:00,825.0,1101.4,14061.0,1917.15,813.6,270.3,6871.7,269.5,489.2,10542.2,1115.5
2022-09-02 14:00:00,810.0,1075.5,13898.7,2235.6,785.9,271.6,6871.7,269.0,493.2,10642.0,1182.6
2022-09-02 15:00:00,790.0,1063.5,13747.65,2774.1,760.9,264.6,6870.7,0.0,489.8,10344.81,1348.8
2022-09-02 16:00:00,805.0,1053.2,13848.175,3481.55,754.55,265.3,6850.7,0.0,491.3,9690.275,1430.4
2022-09-02 17:00:00,870.0,1053.9,14058.675,4128.025,758.275,266.4,6857.7,0.0,494.4,8741.775,1497.4
2022-09-02 18:00:00,860.0,1051.6,13803.6,4719.075,857.2,266.8,6857.7,0.0,506.7,6496.15,1503.9
2022-09-02 19:00:00,840.0,1085.4,14513.725,5465.575,987.975,266.6,6873.7,337.5,510.5,3161.2,1261.0
2022-09-02 20:00:00,760.0,1109.4,15402.608,6117.0,1477.125,264.3,6877.7,448.1,506.0,542.95,780.3
2022-09-02 21:00:00,810.0,1076.9,15658.508,6875.675,1584.025,272.7,6879.7,817.0,524.1,6.1,417.5
2022-09-02 22:00:00,645.6,1074.0,14555.65,7637.95,1345.3,272.7,6883.7,437.1,505.5,1.9,381.1
2022-09-02 23:00:00,610.0,1071.4,13893.15,7549.515,945.52,273.0,6883.7,138.0,501.5,0.6,367.6
2022-09-03 00:00:00,630.0,1032.7,11768.35,7325.1,892.2,271.9,6881.6,308.0,501.9,10.8,227.5
2022-09-03 01:00:00,533.75,995.3,11727.325,6843.35,797.95,273.2,6884.6,217.2,500.4,10.6,140.5
2022-09-03 02:00:00,730.0,988.3,11373.65,6055.275,748.2,272.1,6885.6,150.3,500.9,11.1,73.5
2022-09-03 03:00:00,730.0,984.7,11394.9,5218.225,827.9,273.4,6887.6,102.0,499.1,11.0,34.5
2022-09-03 04:00:00,490.0,993.1,11641.95,4424.6,764.9,273.5,6887.6,248.0,498.6,10.5,19.5
2022-09-03 05:00:00,490.0,994.2,11512.4,3776.0,783.7,274.5,6888.6,118.0,498.6,10.7,19.5
2022-09-03 06:00:00,495.0,989.8,11846.5,3144.15,914.6,274.2,6888.6,206.0,499.2,36.8,19.5
2022-09-03 07:00:00,540.0,984.2,12421.125,2838.025,1042.2,274.7,6888.6,183.0,498.0,191.2,19.6
2022-09-03 08:00:00,540.0,959.3,12425.4,2282.8,1293.3,273.8,6890.6,175.0,500.9,1613.3,19.5
2022-09-03 09:00:00,540.0,958.1,12162.55,1855.8,1034.325,273.4,6888.6,172.5,497.0,5206.2,104.4
2022-09-03 10:00:00,540.0,941.325,11441.675,1579.6,878.7,273.2,6886.6,62.5,497.6,8321.35,830.5
2022-09-03 11:00:00,540.0,933.5,10515.275,1699.425,787.875,273.4,6882.6,48.0,498.6,10022.8,1449.7
2022-09-03 12:00:00,540.0,923.9,10801.825,2011.425,783.0,273.0,6878.6,0.0,495.8,10944.525,1822.9
2022-09-03 13:00:00,540.0,916.4,9998.65,2574.5,797.15,273.0,6875.6,0.0,499.3,11424.5,1883.1
2022-09-03 14:00:00,540.0,910.6,8879.375,3372.625,739.0,273.3,6865.6,0.0,505.2,11342.9,1883.5
2022-09-03 15:00:00,540.0,899.9,7996.5,4052.775,694.7,272.7,6860.6,0.0,498.4,11208.725,1841.7
2022-09-03 16:00:00,540.0,898.5,7413.85,4357.975,681.6,272.1,6858.6,0.0,496.6,10503.875,1837.8
2022-09-03 17:00:00,540.0,898.4,7755.625,4609.825,674.5,273.2,6857.6,0.0,498.0,9389.4,1827.4
2022-09-03 18:00:00,540.0,899.4,8307.1,5469.05,673.4,274.9,6856.6,0.0,507.9,7322.55,1784.2
2022-09-03 19:00:00,540.0,910.75,10290.25,6105.0,727.25,276.7,6862.6,28.0,512.6,3665.275,1597.2
2022-09-03 20:00:00,540.0,937.2,11977.25,6147.8,1647.35,279.6,6863.6,302.0,511.4,617.8,984.6
2022-09-03 21:00:00,540.0,944.1,12229.85,6226.65,2335.6,280.7,6867.6,498.3,538.1,16.4,527.3
2022-09-03 22:00:00,540.0,944.7,11637.825,6201.7,1945.175,281.2,6866.6,606.8,538.3,12.1,481.0
2022-09-03 23:00:00,540.0,945.3,10952.575,6103.525,1169.35,281.5,6870.6,241.8,510.9,11.7,474.5
2022-09-04 00:00:00,460.0,937.8,10165.85,5992.35,798.9,278.2,6893.4,460.6,510.7,0.2,391.4
2022-09-04 01:00:00,460.0,937.2,9461.2,5975.75,757.2,279.6,6891.4,227.7,503.6,0.2,349.5
2022-09-04 02:00:00,460.0,939.7,9174.2,5687.075,792.9,278.7,6893.4,230.0,505.1,0.2,292.5
2022-09-04 03:00:00,540.0,941.4,9229.5,5551.0,716.875,279.8,6895.4,150.0,503.2,0.2,206.5
2022-09-04 04:00:00,540.0,942.3,9199.225,5167.65,706.7,279.8,6895.4,350.0,502.1,0.3,94.5
2022-09-04 05:00:00,540.0,942.45,9321.9,4947.45,712.9,280.2,6896.4,350.0,500.3,0.5,49.5
2022-09-04 06:00:00,540.0,949.5,9229.05,4659.0,803.5,279.9,6897.4,496.0,503.3,0.8,19.5
2022-09-04 07:00:00,520.5,949.7,9348.225,4434.725,896.8,280.4,6901.4,495.0,505.9,197.6,19.6
2022-09-04 08:00:00,540.0,950.9,7994.75,4219.85,872.1,279.6,6908.4,697.05,504.6,1806.2,19.5
2022-09-04 09:00:00,540.0,948.2,5872.65,3955.275,979.75,269.125,6906.4,443.0,503.5,5798.075,248.7
2022-09-04 10:00:00,530.0,918.75,4253.6,4032.575,819.925,238.8,6904.4,0.0,510.5,9141.975,1340.5
2022-09-04 11:00:00,480.0,905.9,3602.7,4162.275,750.775,238.8,6904.4,0.0,505.6,10787.5,1887.7
2022-09-04 12:00:00,410.0,887.2,3680.125,4844.225,783.175,243.4,6895.4,0.0,484.9,11424.725,1951.5
2022-09-04 13:00:00,410.0,884.7,3660.05,5509.925,772.425,238.5,6894.4,0.0,481.2,11789.3,1955.9
2022-09-04 14:00:00,410.0,879.8,3529.8,5976.725,702.175,238.8,6889.4,0.0,511.5,11693.55,1951.2
2022-09-04 15:00:00,410.0,872.79,3280.0,5714.555,707.3,238.2,6888.4,0.0,498.5,11465.375,1958.775
2022-09-04 16:00:00,410.0,872.8,3308.0,5511.025,695.075,252.6,6882.4,0.0,497.2,10497.0,1959.1
2022-09-04 17:00:00,460.0,874.2,3285.3,6370.875,673.6,263.7,6885.4,0.0,508.6,9483.225,1922.1
2022-09-04 18:00:00,590.0,882.75,3638.525,7584.075,795.425,266.3,6883.4,0.0,511.2,7556.95,1921.7
2022-09-04 19:00:00,666.0,892.245,5044.925,9216.775,795.0,263.9,6886.4,182.5,510.2,3652.15,1675.7
2022-09-04 20:00:00,710.0,967.0,7646.3,8988.575,1549.975,268.0,6888.4,1200.6,518.0,597.0,1088.0
2022-09-04 21:00:00,750.0,995.5,8800.3,8313.35,2775.4,264.3,6890.4,2069.175,542.1,8.9,632.1
2022-09-04 22:00:00,750.0,1006.4,8858.8,7465.45,2067.375,263.5,6885.4,1652.775,530.2,2.0,583.7
2022-09-04 23:00:00,760.0,991.2,9471.325,6880.075,1709.8,277.3,6890.4,1475.9,479.5,1.5,579.5
2022-09-05 00:00:00,897.1,999.7,9633.9,6199.825,988.85,260.9,6907.5,799.425,484.7,0.2,565.9
2022-09-05 01:00:00,921.3,1000.5,9616.75,5912.06,739.6,262.3,6909.5,335.5,475.3,0.2,566.9
2022-09-05 02:00:00,967.5,1000.3,9311.675,5697.0,799.8,260.3,6911.5,218.0,474.6,0.2,518.9
2022-09-05 03:00:00,990.0,1001.9,9311.6,5523.25,750.95,258.4,6913.5,198.0,473.3,0.2,414.9
2022-09-05 04:00:00,1000.0,1016.3,9152.65,5286.85,753.0,257.6,6921.5,235.0,474.2,0.3,290.3
2022-09-05 05:00:00,990.0,1020.2,9588.875,5056.275,794.8,257.8,6922.5,439.25,474.2,0.5,169.9
2022-09-05 06:00:00,1000.0,1052.6,10422.225,5226.0,908.0,257.1,6921.5,442.775,474.3,0.8,89.9
2022-09-05 07:00:00,1000.0,1087.2,10766.0,5059.725,1369.3,257.4,6923.5,1198.375,501.5,176.3,68.0
2022-09-05 08:00:00,1000.0,1110.6,10741.25,4992.275,1440.4,253.95,6924.5,1186.3,504.8,1766.875,37.5
2022-09-05 09:00:00,1002.5,1112.3,9901.075,4924.1,1109.4,249.6,6924.5,887.75,505.2,5805.0,293.4
2022-09-05 10:00:00,990.0,1108.947,8352.75,4971.845,828.2,249.3,6922.5,496.25,478.8,9076.45,1520.7
2022-09-05 11:00:00,995.0,1090.65,7191.25,5518.65,748.7,248.3,6918.5,4.5,476.0,10709.55,1846.9
2022-09-05 12:00:00,1015.0,1081.8,7335.7,6498.775,718.9,248.7,6913.5,0.0,474.8,11618.2,1869.4
2022-09-05 13:00:00,1012.5,1078.5,6756.125,7388.45,704.1,248.8,6910.5,0.0,476.5,11848.975,1889.4
2022-09-05 14:00:00,987.5,1056.8,6096.425,8145.3,684.6,249.3,6905.5,0.0,473.2,11839.45,1925.8
2022-09-05 15:00:00,985.0,1051.0,5655.3,8708.0,685.4,249.5,6908.5,0.0,472.4,11735.55,1921.9
2022-09-05 16:00:00,987.5,1050.3,5773.75,9070.85,686.4,255.6,6902.5,0.0,470.4,11019.05,1902.2
2022-09-05 17:00:00,970.0,1056.3,6255.8,9146.025,691.9,254.2,6903.5,0.0,471.7,9623.45,1900.5
2022-09-05 18:00:00,992.5,1083.875,7677.575,9000.25,727.0,256.0,6903.5,66.75,470.8,7211.175,1840.2
2022-09-05 19:00:00,1001.25,1119.082,10583.575,8311.013,942.9,256.0,6902.5,687.3,471.5,3307.425,1535.0
2022-09-05 20:00:00,1000.0,1140.6,12085.35,8006.625,1934.9,255.9,6910.5,642.525,500.7,481.05,891.8
2022-09-05 21:00:00,1000.0,1161.2,12561.175,7521.45,2512.5,256.8,6912.5,1550.508,510.5,225.5,597.2
2022-09-05 22:00:00,1000.0,1149.5,12391.0,6785.6,2454.7,256.4,6917.5,1066.625,494.1,2.0,573.5
2022-09-05 23:00:00,1000.0,1127.8,12068.65,6403.8,1635.0,256.6,6916.5,641.95,494.7,0.6,556.0
2022-09-06 00:00:00,1010.0,1073.5,12175.175,6252.325,925.2,259.5,6914.7,144.0,493.7,0.3,480.95
2022-09-06 01:00:00,1015.0,1075.1,11856.225,6040.05,840.6,260.9,6914.7,124.5,466.3,0.2,435.2
2022-09-06 02:00:00,1015.0,1053.4,11403.4,5934.825,726.4,258.1,6914.7,120.75,462.8,0.2,371.95
2022-09-06 03:00:00,1015.0,1053.6,11336.625,5947.425,728.2,258.5,6916.7,138.0,460.5,0.2,317.7
2022-09-06 04:00:00,1015.0,1061.3,11184.2,5833.325,844.8,257.7,6916.7,138.0,460.9,0.3,170.8
2022-09-06 05:00:00,1015.0,1063.6,11462.95,5821.625,752.9,257.4,6919.7,135.5,462.0,0.5,108.3
2022-09-06 06:00:00,1015.0,1090.4,11982.4,5848.875,878.3,258.6,6918.7,258.725,463.3,0.8,86.3
2022-09-06 07:00:00,1012.5,1113.2,12488.175,5608.4,981.3,258.4,6918.7,801.95,489.6,200.9,45.3
2022-09-06 08:00:00,1015.0,1107.2,12538.0,5488.6,1157.8,258.8,6917.7,780.05,471.6,1651.9,50.5
2022-09-06 09:00:00,1007.5,1099.2,12042.45,5306.95,955.3,258.2,6917.7,364.75,469.2,5411.275,250.7
2022-09-06 10:00:00,1015.0,1042.45,10978.55,5489.825,741.6,258.2,6909.7,163.0,468.1,8535.15,1185.3
2022-09-06 11:00:00,1015.0,1005.7,10465.925,6082.0,723.2,256.6,6903.7,0.0,466.9,10366.825,1602.4
2022-09-06 12:00:00,1010.0,1011.9,10358.1,6485.2,701.7,256.2,6896.7,0.0,468.8,11099.85,1688.6
2022-09-06 13:00:00,1025.0,1002.0,10362.65,6785.55,808.6,255.7,6899.7,0.0,469.8,11367.8,1819.6
2022-09-06 14:00:00,1015.0,1024.0,10316.35,6996.55,659.1,256.3,6898.7,0.0,470.8,11326.3,1871.3
2022-09-06 15:00:00,1015.0,993.3,9769.9,7063.5,662.55,258.9,6897.7,0.0,467.9,11133.05,1882.4
2022-09-06 16:00:00,1015.0,995.6,9610.3,7230.3,647.2,257.8,6893.7,0.0,471.5,10720.6,1869.7
2022-09-06 17:00:00,1005.0,996.6,9720.925,7188.275,646.975,256.8,6882.7,0.0,473.9,9574.4,1888.2
2022-09-06 18:00:00,993.55,1042.0,10885.9,7087.175,693.375,256.8,6892.7,0.0,477.4,7233.45,1894.3
2022-09-06 19:00:00,1005.0,1080.367,12515.992,6778.925,942.4,256.3,6897.7,237.75,472.6,3402.775,1594.4
2022-09-06 20:00:00,1015.0,1091.1,13789.8,6724.4,1887.475,257.5,6897.7,1150.9,497.9,442.2,896.3
2022-09-06 21:00:00,1015.0,1100.4,14183.925,6512.05,2428.025,257.9,6899.7,1680.2,500.1,3.7,551.8
2022-09-06 22:00:00,1014.7,1108.9,13560.05,6138.375,2038.9,257.0,6900.7,902.525,494.4,1.9,479.3
2022-09-06 23:00:00,1015.1,1093.7,13236.55,5844.275,1370.875,257.7,6905.7,671.75,495.4,1.4,407.8
2022-09-07 00:00:00,1025.0,981.05,12740.125,5916.925,1025.9,255.9,6912.7,514.0,460.4,0.2,375.7
2022-09-07 01:00:00,1025.0,970.0,12362.175,5729.15,807.05,261.0,6910.7,270.825,460.8,0.2,377.2
2022-09-07 02:00:00,1025.0,965.3,12025.9,5504.05,712.0,261.0,6911.7,184.2,459.1,0.2,355.1
2022-09-07 03:00:00,1025.0,965.4,12054.6,5378.925,711.0,260.9,6915.7,28.0,457.4,0.2,272.9
2022-09-07 04:00:00,1025.0,961.2,12053.9,5099.2,710.4,261.1,6913.7,39.75,458.9,0.4,193.7
2022-09-07 05:00:00,1026.25,968.6,12202.35,4932.7,733.0,259.3,6914.7,201.0,456.6,0.6,87.8
2022-09-07 06:00:00,1025.0,974.9,12761.25,4858.85,1040.65,257.2,6916.7,531.3,459.4,0.8,43.8
2022-09-07 07:00:00,1025.0,983.4,13605.7,4751.75,1710.05,257.4,6914.7,1217.95,462.1,24.3,33.1
2022-09-07 08:00:00,1025.0,984.2,13522.575,4492.5,1971.25,257.8,6916.7,1209.775,467.7,1390.9,33.2
2022-09-07 09:00:00,1025.0,976.642,12810.2,4305.3,1467.825,254.2,6914.7,643.6,459.9,5093.6,182.9
2022-09-07 10:00:00,1025.0,899.9,11844.258,4390.275,1020.375,257.867,6904.7,132.4,462.9,8235.925,1027.1
2022-09-07 11:00:00,1028.75,876.9,11336.525,4864.9,800.2,259.9,6905.7,103.0,458.7,9623.175,1471.9
2022-09-07 12:00:00,1015.0,871.0,11133.175,5537.225,1066.975,263.2,6896.7,137.25,459.8,10143.675,1592.5
2022-09-07 13:00:00,1015.0,854.4,10914.7,6486.925,1220.8,260.5,6900.7,0.0,460.7,10485.775,1592.8
2022-09-07 14:00:00,847.0,821.2,10744.225,7352.2,839.8,260.6,6896.7,0.0,462.8,10878.15,1480.5
2022-09-07 15:00:00,721.7,815.6,10700.975,8211.025,674.4,260.8,6896.7,0.0,444.467,10565.9,1336.4
2022-09-07 16:00:00,645.0,809.5,10122.575,8838.6,643.9,260.1,6893.7,0.0,463.1,9769.625,1433.3
2022-09-07 17:00:00,858.2,807.7,10942.05,9133.05,670.0,262.7,6899.7,0.0,461.8,8250.9,1460.2
2022-09-07 18:00:00,1025.0,804.3,11318.5,9122.2,1126.225,268.2,6891.7,390.1,469.3,5904.775,1455.5
2022-09-07 19:00:00,1025.0,849.55,12612.1,8638.025,1575.9,269.2,6886.7,90.5,470.9,2597.175,1261.6
2022-09-07 20:00:00,1025.0,928.6,14556.175,7856.975,2148.825,272.3,6898.7,1314.375,472.3,382.25,713.3
2022-09-07 21:00:00,1025.0,939.0,15045.5,6793.7,2674.8,273.2,6900.7,1979.6,473.4,61.0,433.9
2022-09-07 22:00:00,1025.0,932.5,14489.0,6262.2,2339.025,272.7,6900.7,1467.075,472.2,5.4,341.5
2022-09-07 23:00:00,1025.0,913.9,14642.9,6036.8,1542.65,272.9,6905.7,371.45,472.6,18.5,278.1
2022-09-08 00:00:00,1005.0,930.6,13955.35,4925.55,1306.45,275.2,6907.8,1198.25,469.9,0.2,83.5
2022-09-08 01:00:00,1005.0,929.5,13467.475,4522.075,815.65,276.6,6908.8,730.8,470.0,0.2,46.5
2022-09-08 02:00:00,1005.0,923.9,13274.725,4285.825,724.8,275.8,6907.8,350.65,468.8,0.2,41.5
2022-09-08 03:00:00,1005.0,897.3,13329.6,4211.2,724.1,277.3,6911.8,68.0,465.8,0.2,41.5
2022-09-08 04:00:00,1005.0,915.7,13416.025,4138.375,776.3,275.2,6913.8,102.4,464.3,0.4,24.5
2022-09-08 05:00:00,1005.0,904.6,13386.9,3699.2,1209.3,274.1,6918.8,88.0,462.8,0.6,9.5
2022-09-08 06:00:00,1025.0,912.0,13641.8,3403.2,1657.5,274.3,6920.8,115.5,465.4,0.8,9.5
2022-09-08 07:00:00,1022.0,975.4,13793.525,3176.875,1603.5,274.5,6920.8,1476.0,471.1,21.2,9.6
2022-09-08 08:00:00,1022.0,988.16,13788.75,2709.8,1695.65,274.4,6922.8,1521.05,481.1,1126.15,18.5
2022-09-08 09:00:00,1022.0,973.6,13865.6,2153.55,1661.325,274.4,6922.8,1366.7,481.3,4515.425,131.6
2022-09-08 10:00:00,997.5,961.8,13404.3,1784.75,1343.175,274.3,6922.8,1013.25,483.1,7406.725,762.3
2022-09-08 11:00:00,927.5,951.8,12522.475,1762.725,1204.3,274.2,6918.8,511.35,480.592,8822.925,1153.1
2022-09-08 12:00:00,860.0,954.8,12311.025,1928.825,1206.7,273.8,6916.8,459.05,476.341,9785.1,1274.0
2022-09-08 13:00:00,890.0,958.6,12059.225,2421.425,1241.1,273.8,6915.8,182.375,475.8,10084.1,1365.3
2022-09-08 14:00:00,839.5,914.8,11378.35,3089.15,967.75,274.4,6911.8,293.7,474.2,9966.0,1388.0
2022-09-08 15:00:00,803.75,901.3,11782.775,3842.1,846.6,274.6,6910.8,0.0,473.7,9837.275,1393.3
2022-09-08 16:00:00,945.0,901.4,12412.325,4202.25,824.0,273.9,6910.8,0.0,473.45,9234.075,1364.95
2022-09-08 17:00:00,999.4,900.5,12655.8,4684.325,946.1,274.5,6909.8,0.0,473.8,8035.575,1310.3
2022-09-08 18:00:00,942.5,944.7,12585.775,4998.575,1291.125,274.5,6900.8,456.8,481.4,5725.825,1215.8
2022-09-08 19:00:00,932.5,964.0,13557.9,4782.15,1786.1,274.5,6904.8,1408.0,480.675,2557.95,1070.0
2022-09-08 20:00:00,970.0,1033.0,14614.65,4389.35,2649.05,274.8,6911.8,1609.8,481.7,331.75,731.5
2022-09-08 21:00:00,972.0,1056.3,15405.9,4015.75,3049.0,275.7,6913.8,1915.4,486.7,3.3,546.6
2022-09-08 22:00:00,970.0,1034.2,14632.95,3630.85,2714.25,275.2,6916.8,1749.25,477.1,1.0,487.15
2022-09-08 23:00:00,967.5,1035.5,14168.8,3378.4,2140.05,275.3,6916.8,1414.7,476.2,0.5,392.8
2022-09-09 00:00:00,967.5,1030.3,13738.3,3387.325,2366.575,273.2,6920.1,288.525,507.4,0.2,365.3
2022-09-09 01:00:00,950.45,1012.7,13442.725,3245.025,1827.1,274.6,6921.1,138.0,481.5,0.2,327.55
2022-09-09 02:00:00,947.5,1011.8,13165.35,3174.0,1520.4,273.8,6920.1,118.0,479.8,0.2,270.8
2022-09-09 03:00:00,970.0,1009.4,12969.9,3100.35,1454.6,274.7,6925.1,108.0,479.1,0.2,225.8
2022-09-09 04:00:00,970.0,1009.1,12724.175,3015.075,1457.0,273.9,6926.1,131.0,478.6,0.4,145.8
2022-09-09 05:00:00,970.0,1005.6,13569.35,2843.95,1669.25,274.0,6926.1,99.0,477.2,0.6,87.8
2022-09-09 06:00:00,927.0,991.0,13147.35,2757.725,2580.0,273.4,6927.1,90.0,471.0,0.9,65.0
2022-09-09 07:00:00,990.0,993.9,14235.9,2643.8,3241.3,273.6,6927.1,294.0,483.0,19.6,37.7
2022-09-09 08:00:00,977.5,999.5,14698.25,2456.825,3337.8,273.5,6928.1,396.0,463.5,1280.775,38.6
2022-09-09 09:00:00,967.5,989.4,13609.625,2153.975,3137.0,273.4,6927.1,194.0,469.55,5011.875,156.4
2022-09-09 10:00:00,950.0,950.6,11984.15,1882.975,2942.2,273.4,6925.1,0.0,468.4,8540.925,927.3
2022-09-09 11:00:00,965.0,965.7,11032.225,1895.775,2743.3,273.2,6921.1,0.0,466.7,10097.55,1504.1
2022-09-09 12:00:00,975.0,936.6,11368.8,2009.4,2417.325,271.1,6917.1,0.0,458.9,10623.575,1662.1
2022-09-09 13:00:00,975.0,931.8,11316.15,2101.858,1976.65,271.1,6916.1,0.1,458.4,10800.85,1744.0
2022-09-09 14:00:00,957.917,937.5,11314.275,2279.725,1636.7,271.5,6913.1,0.3,458.6,10768.775,1819.5
2022-09-09 15:00:00,943.5,938.1,11234.125,2405.775,1331.825,271.7,6912.1,0.1,447.7,10436.775,1871.9
2022-09-09 16:00:00,920.0,939.2,11248.775,2640.55,1608.975,264.433,6912.1,0.2,450.8,9932.0,1882.5
2022-09-09 17:00:00,925.0,941.0,11637.25,2822.0,1249.6,256.5,6911.1,0.0,455.6,9009.675,1861.3
2022-09-09 18:00:00,925.0,967.4,12554.35,2710.275,2079.5,256.5,6907.1,8.5,441.0,6986.475,1760.1
2022-09-09 19:00:00,925.0,996.3,14249.475,2749.55,3242.35,256.5,6907.1,609.35,429.175,3081.05,1507.8
2022-09-09 20:00:00,940.0,1031.9,15088.837,2702.025,3822.05,250.3,6905.1,1058.925,487.9,338.45,811.4
2022-09-09 21:00:00,925.0,1051.9,15536.583,2621.825,4040.35,252.5,6916.1,1880.825,501.3,3.5,572.7
2022-09-09 22:00:00,940.0,1033.8,15058.55,2609.775,3797.05,251.0,6917.1,803.475,494.5,1.7,526.8
2022-09-09 23:00:00,940.0,1008.9,14855.708,2596.375,2957.1,251.2,6920.1,293.675,493.2,1.3,528.25
2022-09-10 00:00:00,940.0,991.5,14088.85,2403.3,1879.5,249.5,6924.1,1006.5,492.8,0.2,500.5
2022-09-10 01:00:00,940.0,989.5,13595.2,2302.4,1759.8,251.6,6927.1,723.25,491.8,0.2,450.5
2022-09-10 02:00:00,940.0,954.9,13405.15,2096.05,1659.4,250.5,6929.1,571.0,464.3,0.2,432.5
2022-09-10 03:00:00,940.0,949.8,13534.1,1866.25,1497.5,251.6,6930.1,205.85,466.2,0.2,231.5
2022-09-10 04:00:00,940.0,947.3,13408.7,1573.2,1493.4,250.9,6939.1,146.1,437.1,0.6,98.5
2022-09-10 05:00:00,988.0,935.5,13412.8,1392.15,1520.7,251.5,6939.1,103.35,437.3,1.0,73.5
